Course Code,Title,Subject,Course Number,Credits,School,Campus Locations,Prerequisites,Core Requirements,Section #,Instructors,Status,Comments,Time,Weekdays,Meeting Times
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,J1,"JAMES, MORGAN",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,J2,"JANG, MI-HYEON",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,J3,"JANG, MI-HYEON",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,J4,"JANG, MI-HYEON",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,J5,"JOSEPH, LAURIE",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,K1,"KAHN, PETER",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,K2,"KIPEN, HOWARD",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,K3,KUSNECOV,OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,K4,"KONG, AH-NG",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,L1,LAUMBACH,OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,L2,"LASKIN, DEBRA",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,L3,"LASKIN, JEFFREY",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,L5,CEDENO LAURENT,OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,M1,MCBRIDE,OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,P1,"PAN, PINGYUE",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,P3,PANETTIERI,OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,R0,"RADOVICK, SALLY",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,R2,RIVERA-NUNEZ,OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,R6,"ROBSON, MARK",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,R8,"ROEPKE, TROY",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,S1,"SARKAR, DIPAK",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,S3,"SAMPATH, HARINI",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,S4,"SUH, NANJOO",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,S5,SCHWANDER,OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,S6,STAPLETON,OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,S7,"SHMARAKOV, IGOR",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,T3,"TISCHFIELD, JAY",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,U1,"UZUMCU, MEHMET",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,W3,"WHITE, LORI",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,X1,"XIAO, SHUO",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,Y1,"YANG, CHUNG",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,Z2,"ZHOU, RENPING",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,Z3,"ZARBL, HELMUT",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,Z4,"ZONG, WEI-XING",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:701,RES IN TOXICOLOGY,963 - Toxicology,701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,Z5,"ZHU, HAO",OPEN,,-,N/A,: - at   (RSCH-MA)
16:963:800,MATRICULATION CONTD,963 - Toxicology,800,0 (0.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,,OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:963:811,GRADUATE FELLOWSHIP,963 - Toxicology,811,0 (0.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,,OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:963:844,RESEARCH INTERNSHIP,963 - Toxicology,844,0 (0.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,,OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:963:855,GRADUATE TRAINEESHIP,963 - Toxicology,855,0 (0.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,,OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:963:866,FULL GA APPOINTMENT,963 - Toxicology,866,6 (6.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,,OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:963:867,PART GA APPOINTMENT,963 - Toxicology,867,3 (3.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,,OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:963:877,FULL TA APPOINTMENT,963 - Toxicology,877,6 (6.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,,OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:963:878,PART TA APPOINTMENT,963 - Toxicology,878,3 (3.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,,OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:988:515,FEMINISM:THEOR&PRACT,"988 - Women's, Gender, and Sexuality Studies",515,3 (3.0 credits),The School of Graduate Studies - New Brunswick,Cook/Douglass,,None,01,"SALIME, ZAKIA",OPEN,,1020-1320,Tuesday,T: 1020-1320 at CWP 110 (LEC)
16:988:516,SOC JUSTICE MOVEMENT,"988 - Women's, Gender, and Sexuality Studies",516,3 (3.0 credits),The School of Graduate Studies - New Brunswick,Cook/Douglass,,None,01,"RAJAN, VG",OPEN,,1020-1320,Wednesday,W: 1020-1320 at CWP 110 (LEC)
16:988:520,"AGNCY,SUBJEC&SOC CHG","988 - Women's, Gender, and Sexuality Studies",520,3 (3.0 credits),The School of Graduate Studies - New Brunswick,Cook/Douglass,,None,01,"ZENGIN, ASLI",OPEN,,1550-1850,Tuesday,T: 1550-1850 at CWP 110 (LEC)
16:988:585,PRAC WOMN&GENDR STDS,"988 - Women's, Gender, and Sexuality Studies",585,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,01,"RAJAN, VG",OPEN,,-,N/A,: - at   (PROJ-IND)
16:988:590,IND STDY WMN&GNDR ST,"988 - Women's, Gender, and Sexuality Studies",590,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,01,"COHEN, ED",OPEN,,-,N/A,: - at   (PROJ-IND)
16:988:590,IND STDY WMN&GNDR ST,"988 - Women's, Gender, and Sexuality Studies",590,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,02,MANALANSAN,OPEN,,-,N/A,: - at   (PROJ-IND)
16:988:601,READINGS IN WGS,"988 - Women's, Gender, and Sexuality Studies",601,3 (3.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,"COHEN, ED",OPEN,,-,N/A,: - at   (READINGS)
16:988:603,FEMINIST KNOWL PROD,"988 - Women's, Gender, and Sexuality Studies",603,3 (3.0 credits),The School of Graduate Studies - New Brunswick,Cook/Douglass,,None,01,"COHEN, ED",OPEN,,1400-1700,Wednesday,W: 1400-1700 at CWP 110 (LEC)
16:988:604,WGS DISS PROPOSAL,"988 - Women's, Gender, and Sexuality Studies",604,3 (3.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,"COHEN, ED",OPEN,,-,N/A,: - at   (PROJ-IND)
16:988:701,RSH WOMEN&GNDR STDS,"988 - Women's, Gender, and Sexuality Studies",701,None (Credits by arrangement),The School of Graduate Studies - New Brunswick,N/A,,None,01,"COHEN, ED",OPEN,,-,N/A,: - at   (PROJ-IND)
16:988:800,MATRICULATION CONTD,"988 - Women's, Gender, and Sexuality Studies",800,0 (0.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,"COHEN, ED",OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:988:811,GRADUATE FELLOWSHIP,"988 - Women's, Gender, and Sexuality Studies",811,0 (0.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,"COHEN, ED",OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:988:866,FULL GA APPOINTMENT,"988 - Women's, Gender, and Sexuality Studies",866,6 (6.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,"COHEN, ED",OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
16:988:877,FULL TA APPOINTMENT,"988 - Women's, Gender, and Sexuality Studies",877,6 (6.0 credits),The School of Graduate Studies - New Brunswick,N/A,,None,01,"COHEN, ED",OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
17:001:815,RBHS EXCHANGE,001 - Exchange,815,None (Credits by arrangement),School of Communication and Information (Graduate),N/A,,None,01,,OPEN,,-,N/A,: - at   (EXCHANGE)
17:194:501,TOPICS,194 - Communication and Information Studies,501,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue; O,,None,01,THEISS,CLOSED,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1800-2100,Monday,M: 1800-2100 at CI 304 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
17:194:502,TOPICS,194 - Communication and Information Studies,502,3 (3.0 credits),School of Communication and Information (Graduate),O,,CE: Non-Core: Community Engagement,90,"SLASS, LORIE",OPEN,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:507,DIG MEDIA PRODUCTION,194 - Communication and Information Studies,507,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue; O,,None,01,"BENNETT, NEAL",OPEN,"Go to http://canvas.rutgers.edu, Hybrid Section - Some Meetings Online",1900-2100,Tuesday,T: 1900-2100 at CI 114B (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
17:194:508,E-PORTFOLIO,194 - Communication and Information Studies,508,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"HOUSER, CECELIA",OPEN,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:508,E-PORTFOLIO,194 - Communication and Information Studies,508,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,91,"BOTTARY, LEO",OPEN,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:508,E-PORTFOLIO,194 - Communication and Information Studies,508,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,92,"KOCZAN, ILDIKO",CLOSED,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:509,DIG MEDIA INNOVAT,194 - Communication and Information Studies,509,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"PAVLIK, JOHN",OPEN,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:510,COMM & SOCIETY,194 - Communication and Information Studies,510,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue; O,,None,01,"BZDAK, MICHAEL",OPEN,"Go to http://canvas.rutgers.edu, Online Course",1800-2100,Wednesday,W: 1800-2100 at CI 304 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
17:194:511,ORGANIZATIONAL COMM,194 - Communication and Information Studies,511,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue; O,,None,90,ASHMEN-WOODS,OPEN,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1800-2100,Wednesday,W: 1800-2100 at CI 337 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
17:194:512,COMM AND TECHNOLOGY,194 - Communication and Information Studies,512,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue,,None,01,"LANE, JEFFREY",OPEN,Go to http://canvas.rutgers.edu,1800-2100,Tuesday,T: 1800-2100 at CI 304 (LEC)
17:194:513,MCM GRAD EXPERIENCE,194 - Communication and Information Studies,513,0 (0.0 credits),School of Communication and Information (Graduate),O,,None,90,"DOOL, RAYMOND",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:514,COMMUNICATN RESEARCH,194 - Communication and Information Studies,514,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"WIDMAN, ALBERT",OPEN,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:514,COMMUNICATN RESEARCH,194 - Communication and Information Studies,514,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,91,"FU, JIAWEI",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:517,MEDIA STUD:THRY&PRAC,194 - Communication and Information Studies,517,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"KIM, YOUNGRIM",OPEN,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:519,MCM CAPSTONE SEM,194 - Communication and Information Studies,519,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"WIDMAN, ALBERT",OPEN,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:519,MCM CAPSTONE SEM,194 - Communication and Information Studies,519,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,91,FELDMAN ROGERS,OPEN,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:519,MCM CAPSTONE SEM,194 - Communication and Information Studies,519,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,92,PRENDELLA,OPEN,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:519,MCM CAPSTONE SEM,194 - Communication and Information Studies,519,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,93,"LANE, JEFFREY",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:520,MCM FELLOW INT I,194 - Communication and Information Studies,520,3 (3.0 credits),School of Communication and Information (Graduate),N/A,,CE: Non-Core: Community Engagement,01,"DOOL, RAYMOND",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (INTERNSP)
17:194:521,MCM FELLOW INT II,194 - Communication and Information Studies,521,3 (3.0 credits),School of Communication and Information (Graduate),N/A,,CE: Non-Core: Community Engagement,01,"DOOL, RAYMOND",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (INTERNSP)
17:194:523,MCM TCH INTERNSHP I,194 - Communication and Information Studies,523,3 (3.0 credits),School of Communication and Information (Graduate),N/A,,CE: Non-Core: Community Engagement,01,"SCHOEN, JORDAN",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (INTERNSP)
17:194:524,MCM TCH INTERNSP II,194 - Communication and Information Studies,524,3 (3.0 credits),School of Communication and Information (Graduate),N/A,,CE: Non-Core: Community Engagement,01,"SCHOEN, JORDAN",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (INTERNSP)
17:194:525,MCM ELECTIV INTERN I,194 - Communication and Information Studies,525,3 (3.0 credits),School of Communication and Information (Graduate),N/A,,CE: Non-Core: Community Engagement,01,"SCHOEN, JORDAN",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (PROJ-IND)
17:194:526,MCM ELECT INTERN II,194 - Communication and Information Studies,526,3 (3.0 credits),School of Communication and Information (Graduate),N/A,,CE: Non-Core: Community Engagement,01,"SCHOEN, JORDAN",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (PROJ-IND)
17:194:527,MCM INTENSIVE INTERN,194 - Communication and Information Studies,527,6 (6.0 credits),School of Communication and Information (Graduate),N/A,,CE: Non-Core: Community Engagement,01,"SCHOEN, JORDAN",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (INTERNSP)
17:194:530,INDEPENDENT STUDY,194 - Communication and Information Studies,530,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,01,"DOOL, RAYMOND",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (PROJ-IND)
17:194:532,DYNAM OF GLOBAL ORGS,194 - Communication and Information Studies,532,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"DOOL, RAYMOND",OPEN,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:535,PRACTICUM,194 - Communication and Information Studies,535,3 (3.0 credits),School of Communication and Information (Graduate),N/A,,None,01,"DOOL, RAYMOND",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (PROJ-IND)
17:194:545,PUBLIC RELATIONS MGT,194 - Communication and Information Studies,545,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,KOEHLER,OPEN,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:546,SOCIAL MEDIAL,194 - Communication and Information Studies,546,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue; O,,None,01,FERREIRA,OPEN,"Hybrid Section - Some Meetings Online, Go to http://canvas.rutgers.edu",1800-2100,Thursday,H: 1800-2100 at CI 101 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
17:194:546,SOCIAL MEDIAL,194 - Communication and Information Studies,546,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue; O,,None,90,KOEHLER,OPEN,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:548,COMMUNICATION ETHICS,194 - Communication and Information Studies,548,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"DOOL, RAYMOND",OPEN,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:548,COMMUNICATION ETHICS,194 - Communication and Information Studies,548,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,91,"DOOL, RAYMOND",OPEN,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:556,DIGTL MEDIA RESEARCH,194 - Communication and Information Studies,556,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"PETRE, CAITLIN",OPEN,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:558,INTL PUBLIC RELATNS,194 - Communication and Information Studies,558,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"BEAL, MARK",OPEN,"Online Course, Go to http://canvas.rutgers.edu",1800-2100,Wednesday,W: 1800-2100 at   (ONLINE INSTRUCTION(INTERNET))
17:194:560,HEALTH COMMUNICATION,194 - Communication and Information Studies,560,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,MATSAGANIS,OPEN,"Go to http://canvas.rutgers.edu, Online Course",1800-2100,Tuesday,T: 1800-2100 at   (ONLINE INSTRUCTION(INTERNET))
17:194:570,INTERPERS COMM,194 - Communication and Information Studies,570,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue,,None,01,SCHARP,OPEN,Go to http://canvas.rutgers.edu,1020-1320,Monday,M: 1020-1320 at CI 304 (LEC)
17:194:571,TOPICS IN S I,194 - Communication and Information Studies,571,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue; O,,None,01,"DOOL, RAYMOND",OPEN,,1800-2100,Tuesday,T: 1800-2100 at CI 337 (LEC); : - at   (ONLINE INSTRUCTION(INTERNET))
17:194:572,TOPICS IN S I,194 - Communication and Information Studies,572,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,YANOVITZKY,OPEN,"Go to http://canvas.rutgers.edu, Online Course",1500-1800,Tuesday,T: 1500-1800 at   (LEC)
17:194:576,PR ANALYTICS,194 - Communication and Information Studies,576,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"MANZ, ASHLEY",OPEN,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:579,SOCIAL IMPACT COMM,194 - Communication and Information Studies,579,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"WOLFE, MARK",CLOSED,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:581,REPUTATION MGMT,194 - Communication and Information Studies,581,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,CHARLES,OPEN,"Online Course, Go to http://canvas.rutgers.edu",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:590,DIGITAL JOURNALISM,194 - Communication and Information Studies,590,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"CASSIDY, CAROL",OPEN,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:591,CRITIQ MARKETG COMM,194 - Communication and Information Studies,591,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,ARONCZYK,OPEN,,-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:594,DIGITAL MEDIA ETHICS,194 - Communication and Information Studies,594,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"PAVLIK, JOHN",OPEN,"Go to http://canvas.rutgers.edu, Online Course",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:194:800,MATRICULATION CONT'D,194 - Communication and Information Studies,800,0 (0.0 credits),School of Communication and Information (Graduate),N/A,,None,01,"DOOL, RAYMOND",OPEN,,-,N/A,: - at   (GRADUATE 800-LEVEL)
17:610:501,INTRO LIB&INFO PROF,610 - Library and Information Science,501,0 (0.0 credits),School of Communication and Information (Graduate),O,,None,90,"ARONSON, MARC",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:610:502,COLLOQUIUM LIS,610 - Library and Information Science,502,0 (0.0 credits),School of Communication and Information (Graduate),O,,None,90,"PASCAL, CONNIE",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:610:503,EPORTFOLIO CAPSTONE,610 - Library and Information Science,503,0 (0.0 credits),School of Communication and Information (Graduate),O,,None,90,"SPOERRI, ANSELM",OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:610:510,HUMAN INFO BEHAVIOR,610 - Library and Information Science,510,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue; O,,None,01,"AGOSTO, DENISE",OPEN,Go to http://canvas.rutgers.edu,1400-1700,Tuesday,T: 1400-1700 at ABW 2100 (LEC)
17:610:510,HUMAN INFO BEHAVIOR,610 - Library and Information Science,510,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue; O,,None,90,COSTELLO,OPEN,Go to http://canvas.rutgers.edu,1400-1700,Monday,M: 1400-1700 at   (ONLINE INSTRUCTION(INTERNET))
17:610:510,HUMAN INFO BEHAVIOR,610 - Library and Information Science,510,3 (3.0 credits),School of Communication and Information (Graduate),College Avenue; O,,None,91,COSTELLO,OPEN,Go to http://canvas.rutgers.edu,-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
17:610:514,LEARNING THEORY,610 - Library and Information Science,514,3 (3.0 credits),School of Communication and Information (Graduate),O,,None,90,"BOYER, BRENDA",OPEN,"Go to http://canvas.rutgers.edu, See online schedule for prereqs",-,N/A,: - at   (ONLINE INSTRUCTION(INTERNET))
